pid,hid,syear_x,take_revenge,similar_problems,insult_back,rec1,rec2,rec3,rec4,rec5,rec6,rec7,syear_y,recog_sup,felt_recog_sup,recog_effort,felt_recog_effort,recog_personal,felt_recog_personal,recog_pay,felt_recog_pay,syear_x,year_birth,gender,overtime,wage_lastmonth,commute_distance,new_job,reason_new_job,work_satisfaction,turnover_intention,syear_y,sector,working_hours,firmsize,school_degree,tenure,years_educ,avg_rec,age,potential_experience,age_squared,tenure_squared,mincer_residuals
3059302,305936,2005,3.0,1.0,3.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2006,1960,0,5.0,,1.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,38.0,9.0,[2] Realschulabschluss,12.0,12.0,2.3333333333333335,47,841,22.09,1.44,
3059303,305936,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1980,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,13.0,2.0,27,81,7.29,,
3059304,305936,2005,4.0,5.0,5.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1987,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,10.0,4.666666666666667,20,4,4.0,,
3059401,305944,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1968,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,1.0,39,441,15.21,,
3059601,305960,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1936,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,71,2809,50.41,,
3059602,305960,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1940,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,12.0,1.0,67,2401,44.89,,
3059701,305979,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1937,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,15.0,1.0,70,2704,49.0,,
3059801,305987,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,1.0,1.0,0.0,,2006,1943,0,,4.382026634673881,8.0,0.0,,,1,2006,[-2] trifft nicht zu,20.0,,[2] Realschulabschluss,1.0,13.0,2.6666666666666665,64,2116,40.96,0.01,
3060001,306002,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2006,1948,0,,5.10594547390058,8.0,0.0,,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,12.0,5.0,[1] Hauptschulabschluss,3.0,10.0,1.3333333333333333,59,1681,34.81,0.09,-1.2423817825654373
3060002,306002,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1957,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.0,50,1024,25.0,,
3060003,306002,2005,2.0,3.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1986,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,2.6666666666666665,21,9,4.41,,
3060202,306029,2005,2.0,1.0,1.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1939,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,16.0,1.3333333333333333,68,2500,46.24,,
3060301,306037,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1923,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.3333333333333335,84,4356,70.56,,
3060401,306045,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1952,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,1.0,55,1369,30.25,,
3060402,306045,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,1.0,1.0,1.0,3.0,2006,1955,1,50.0,6.802394763324311,15.0,0.0,,2.0,1,2006,[60] Landverkehr; Transport in Rohrfernleitungen,40.0,5.0,[2] Realschulabschluss,15.0,11.0,2.3333333333333335,52,1156,27.04,2.25,-0.5767547993118649
3060501,306053,2005,1.0,2.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1951,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,13.0,1.6666666666666667,56,1444,31.36,,
3060502,306053,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1953,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,1.3333333333333333,54,1296,29.16,,
3060503,380717,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1981,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,3.0,26,64,6.76,,
3060601,306061,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,1.0,2006,1950,0,,7.170119543449628,14.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,30.0,6.0,[2] Realschulabschluss,35.0,13.0,2.0,57,1521,32.49,12.25,-0.13627528225766117
3060901,306096,2005,2.0,4.0,3.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,1.0,2006,1946,1,20.0,7.944492163932159,22.0,0.0,,1.0,1,2006,[28] Herstellung von Metallerzeugnissen,40.0,6.0,[2] Realschulabschluss,2.0,11.0,3.0,61,1849,37.21,0.04,0.9403594517404077
3060902,306096,2005,4.0,1.0,2.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,1.0,1.0,2006,1948,0,,6.802394763324311,10.0,0.0,,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,35.0,10.0,[2] Realschulabschluss,14.0,11.0,2.3333333333333335,59,1681,34.81,1.96,-0.06411807841309969
3061101,306118,2005,4.0,3.0,3.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1934,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,3.3333333333333335,73,3025,53.29,,
3061102,306118,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1934,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,4.0,73,3025,53.29,,
3061201,306126,2005,4.0,4.0,3.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1935,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,3.6666666666666665,72,2916,51.84,,
3061202,306126,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1938,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,2.3333333333333335,69,2601,47.61,,
3061301,306134,2005,2.0,1.0,1.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,1.0,1.0,1.0,2.0,2006,1966,0,30.0,7.24422751560335,3.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",40.0,9.0,[2] Realschulabschluss,21.0,13.0,1.3333333333333333,41,529,16.81,4.41,-0.038181376605995965
3061401,306142,2005,4.0,1.0,2.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,1.0,1.0,1.0,1.0,2006,1978,0,40.0,7.358830898342354,8.0,0.0,,1.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,40.0,10.0,[2] Realschulabschluss,11.0,11.0,2.3333333333333335,29,121,8.41,1.21,0.6175495525875014
3061403,306142,2005,6.0,2.0,2.0,0,0,0,0,0,1,0,2006,0.0,,0.0,,1.0,1.0,1.0,2.0,2006,1972,1,50.0,7.170119543449628,14.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,40.0,7.0,[2] Realschulabschluss,0.0,11.0,3.3333333333333335,35,289,12.25,0.0,0.03599526721880508
3061501,306150,2005,3.0,2.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1976,1,,7.3777589082278725,6.0,1.0,[6] Selbstaendig geworden,1.0,1,2006,[72] Datenverarbeitung und Datenbanken,,0.0,[2] Realschulabschluss,0.0,11.0,2.3333333333333335,31,169,9.61,0.0,0.6414707095900987
3061601,306169,2005,2.0,1.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1934,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,1.6666666666666667,73,3025,53.29,,
3061701,306177,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2006,1955,0,40.0,7.01211529430638,7.0,0.0,,1.0,1,2006,[32] Rundfunk- und Nachrichtentechnik,30.0,7.0,[2] Realschulabschluss,7.0,11.0,2.0,52,1156,27.04,0.49,0.28414561310591857
3061702,306177,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2006,1954,1,60.0,7.1808311990445555,7.0,0.0,,1.0,1,2006,[32] Rundfunk- und Nachrichtentechnik,40.0,7.0,[2] Realschulabschluss,4.0,12.0,3.0,53,1225,28.09,0.16,-0.16019723311752898
3061703,306177,2005,7.0,6.0,4.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,1.0,1.0,0.0,,2006,1976,1,,6.907755278982137,10.0,1.0,[2] Wieder erwerbstaetig,2.0,1,2006,"[31] Herstellung von Geräten der Elektrizitätserzeugung, -verteilung u. Ä.",40.0,7.0,[4] Abitur,0.0,16.0,5.666666666666667,31,169,9.61,0.0,-0.5934443510888494
3061801,306185,2005,3.0,2.0,4.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2006,1962,1,,6.343880434126331,4.0,0.0,,2.0,1,2006,[50] Kraftfahrzeughandel; Instandhaltung und Reparatur von Kraftfahrzeugen; Tankstellen,40.0,5.0,[4] Abitur,5.0,18.0,3.0,45,729,20.25,0.25,-1.5231557480806197
3061901,306193,2005,1.0,1.0,4.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1954,0,27.0,7.313220387090301,4.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,38.0,5.0,[2] Realschulabschluss,19.0,11.0,2.0,53,1225,28.09,3.61,0.4630176542092155
3061902,306193,2005,5.0,5.0,5.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1951,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,5.0,56,1444,31.36,,
3061903,382400,2005,3.0,4.0,1.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,1.0,3.0,1.0,2.0,2006,1977,0,,6.610696044717759,55.0,0.0,,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,30.0,9.0,[2] Realschulabschluss,2.0,11.0,2.6666666666666665,30,144,9.0,0.04,0.05391380220456021
3061904,306193,2005,4.0,3.0,3.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,1.0,2.0,1.0,2.0,2006,1981,1,,6.833031732786201,,0.0,,1.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,43.0,5.0,[2] Realschulabschluss,2.0,11.0,3.3333333333333335,26,64,6.76,0.04,-0.015037000001058232
3061905,386022,2005,2.0,1.0,2.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,0.0,,2006,1983,0,30.0,6.866933284461882,5.0,0.0,,2.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,25.0,10.0,[2] Realschulabschluss,1.0,11.0,1.6666666666666667,24,36,5.76,0.01,0.47755382560083515
3062001,306207,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1937,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,2.0,70,2704,49.0,,
3062101,306215,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1953,0,,7.170119543449628,2.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,34.0,7.0,[3] Fachhochschulreife,32.0,14.0,2.0,54,1296,29.16,10.24,-0.2692618248101102
3062102,306215,2005,4.0,2.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1952,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,3.3333333333333335,55,1369,30.25,,
3062201,306223,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1954,0,10.0,6.907755278982137,35.0,0.0,,1.0,1,2006,[45] Bau,40.0,5.0,[2] Realschulabschluss,12.0,11.0,1.0,53,1225,28.09,1.44,0.18809813897577854
3062202,306223,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,1.0,1.0,0.0,,0.0,,0.0,,2006,1951,1,,7.170119543449628,1.0,0.0,,1.0,1,2006,"[91] Interessenvertretungen sowie kirchliche und sonstige Vereinigungen (ohne Sozialwesen, Kultur und Sport)",40.0,6.0,[2] Realschulabschluss,34.0,11.0,1.0,56,1444,31.36,11.56,-0.5467305798880817
3062301,306231,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1927,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,80,3844,64.0,,
3062302,306231,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1930,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,77,3481,59.29,,
3062501,306258,2005,4.0,4.0,5.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1971,1,,6.907755278982137,250.0,0.0,,2.0,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,1.0,11.0,4.333333333333333,36,324,12.96,0.01,
3062601,306266,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,1.0,2.0,0.0,,0.0,,1.0,2.0,2006,1965,0,12.0,6.620073206530356,8.0,1.0,[5] Stellenwechsel im Betrieb,2.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,19.0,10.0,[2] Realschulabschluss,4.0,11.0,2.0,42,576,17.64,0.16,-0.21498974864238818
3062602,306266,2005,2.0,2.0,1.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1962,1,,,,,,2.0,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,1.6666666666666667,45,729,20.25,,
3062701,306274,2005,7.0,7.0,5.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1951,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,6.333333333333333,56,1444,31.36,,
3062801,306282,2005,3.0,3.0,4.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1962,1,25.0,6.907755278982137,8.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,[45] Bau,40.0,1.0,[2] Realschulabschluss,0.0,11.0,3.3333333333333335,45,729,20.25,0.0,-0.053032853251178125
3062802,306282,2005,2.0,3.0,5.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2006,1962,0,30.0,6.1092475827643655,5.0,0.0,,2.0,1,2006,[55] Beherbergungs- und Gaststätten,20.0,9.0,[2] Realschulabschluss,5.0,11.0,3.3333333333333335,45,729,20.25,0.25,-0.7095695241508819
3062803,306282,2005,6.0,4.0,5.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1984,1,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,13.0,5.0,23,25,5.29,,
3062804,306282,2005,7.0,7.0,7.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1988,1,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,,,,7.0,19,1,3.61,,
3062901,306290,2005,1.0,2.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,1.0,3.0,2006,1953,1,,7.438383530044307,10.0,0.0,,1.0,1,2006,[45] Bau,,1.0,[2] Realschulabschluss,14.0,11.0,1.6666666666666667,54,1296,29.16,1.96,0.282760535193713
3062902,306290,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,1.0,2.0,2006,1953,0,,7.170119543449628,45.0,0.0,,1.0,1,2006,[18] Herstellung von Bekleidung,,10.0,[2] Realschulabschluss,2.0,11.0,2.0,54,1296,29.16,0.04,0.4290456974354395
3063001,306304,2005,3.0,3.0,1.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1948,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.3333333333333335,59,1681,34.81,,
3063002,306304,2005,2.0,2.0,4.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,1.0,1.0,1.0,2.0,2006,1954,0,,6.476972362889683,30.0,1.0,[3] Stelle bei neuen Arbeitgeber,2.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,30.0,,[2] Realschulabschluss,0.0,12.0,2.6666666666666665,53,1225,28.09,0.0,
3063003,383600,2005,3.0,3.0,4.0,0,0,1,0,0,0,0,2006,1.0,2.0,0.0,,0.0,,1.0,2.0,2006,1977,0,8.0,7.3777589082278725,5.0,0.0,,2.0,1,2006,[40] Energieversorgung,36.0,9.0,[4] Abitur,10.0,14.0,3.3333333333333335,30,144,9.0,1.0,0.39957177211455
3063101,306312,2005,4.0,5.0,5.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1950,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,4.666666666666667,57,1521,32.49,,
3063102,306312,2005,5.0,5.0,6.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1976,1,,6.396929655216146,,1.0,[6] Selbstaendig geworden,1.0,1,2006,[-1] keine Angabe,,0.0,[2] Realschulabschluss,0.0,11.0,5.333333333333333,31,169,9.61,0.0,-0.3393585434216275
3063201,306320,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1939,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,2.0,68,2500,46.24,,
3063202,306320,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1941,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,10.0,1.3333333333333333,66,2304,43.56,,
3063301,306339,2005,7.0,5.0,4.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1941,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,12.0,5.333333333333333,66,2304,43.56,,
3063302,306339,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1962,0,,,,,,,1,2006,[-2] trifft nicht zu,,,,,,2.6666666666666665,45,729,20.25,,
3063401,306347,2005,4.0,3.0,3.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1937,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,3.3333333333333335,70,2704,49.0,,
3063402,306347,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1941,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,4.0,66,2304,43.56,,
3063501,306355,2005,5.0,2.0,6.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1936,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,13.0,4.333333333333333,71,2809,50.41,,
3063502,306355,2005,4.0,2.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1938,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,3.3333333333333335,69,2601,47.61,,
3063601,306363,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1945,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.3333333333333335,62,1936,38.44,,
3063602,306363,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,1.0,1.0,1.0,2.0,2006,1949,0,,7.090076835776092,2.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",30.0,6.0,[2] Realschulabschluss,13.0,11.0,2.0,58,1600,33.64,1.69,0.3968705467010656
3063701,306371,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1919,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,1.0,88,4900,77.44,,
3063901,306398,2005,7.0,4.0,4.0,0,0,0,0,0,0,1,2006,1.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,2006,1946,1,,7.600902459542082,36.0,0.0,,2.0,1,2006,[45] Bau,,6.0,[6] Ohne Abschluss verlassen,5.0,8.0,5.0,61,1849,37.21,0.25,0.8130315664330245
3063902,306398,2005,7.0,1.0,1.0,0,0,0,0,0,0,1,2006,1.0,3.0,1.0,4.0,1.0,,1.0,,2006,1951,0,,6.907755278982137,36.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",,1.0,[2] Realschulabschluss,7.0,12.0,3.0,56,1444,31.36,0.49,0.41691464568674697
3064101,306410,2005,1.0,1.0,3.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1936,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.6666666666666667,71,2809,50.41,,
3064301,306436,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1931,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,76,3364,57.76,,
3064302,386014,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,1.0,2006,1970,1,38.0,6.309918278226516,400.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,72.0,2.0,[2] Realschulabschluss,0.0,11.0,2.6666666666666665,37,361,13.69,0.0,-0.6346535970844256
3064601,306460,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1926,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,81,3969,65.61,,
3065101,306517,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,3.0,2006,1977,1,,6.993932975223189,22.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,"[75] Öffentliche Verwaltung, Verteidigung, Sozialversicherung",,,[4] Abitur,0.0,18.0,2.0,30,144,9.0,0.0,
3065102,306517,2005,4.0,2.0,2.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1978,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,14.0,2.6666666666666665,29,121,8.41,,
3065202,306525,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1966,0,,6.956545443151569,20.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",20.0,6.0,[2] Realschulabschluss,4.0,12.0,2.0,41,529,16.81,0.16,0.2152960117513789
3065301,306533,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1942,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,4.0,65,2209,42.25,,
3065302,306533,2005,5.0,4.0,4.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1941,1,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,4.333333333333333,66,2304,43.56,,
3065303,306533,2005,5.0,4.0,4.0,0,0,0,0,1,0,0,2006,1.0,2.0,1.0,2.0,0.0,,1.0,3.0,2006,1968,1,39.0,6.774223886357614,3.0,0.0,,2.0,1,2006,"[75] Öffentliche Verwaltung, Verteidigung, Sozialversicherung",40.0,5.0,[4] Abitur,11.0,15.0,4.333333333333333,39,441,15.21,1.21,-0.8975409804892083
3065401,306541,2005,3.0,2.0,4.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,0.0,,1.0,2.0,2006,1973,1,,7.600902459542082,25.0,0.0,,2.0,1,2006,[65] Kreditinstitute,40.0,9.0,[4] Abitur,9.0,14.0,3.0,34,256,11.56,0.81,-0.04318407810798863
3065402,306541,2005,3.0,4.0,6.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,0.0,,0.0,,2006,1971,0,,6.907755278982137,27.0,0.0,,1.0,1,2006,[-2] trifft nicht zu,30.0,,[2] Realschulabschluss,14.0,11.0,4.333333333333333,36,324,12.96,1.96,
3065501,306550,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1943,0,,,,,,2.0,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.0,64,2116,40.96,,
3065502,306550,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1913,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,94,5776,88.36,,
3065503,306550,2005,1.0,1.0,5.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1941,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.3333333333333335,66,2304,43.56,,
3066001,306606,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,1.0,2.0,0.0,,0.0,,0.0,,2006,1966,1,,7.8632667240095735,,0.0,,1.0,1,2006,[63] Hilfs- und Nebentätigkeiten für den Verkehr; Verkehrsvermittlung,,9.0,[2] Realschulabschluss,4.0,11.0,1.3333333333333333,41,529,16.81,0.16,0.4884631505815902
3066002,306606,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2006,1967,0,,6.684611727667927,1.0,0.0,,2.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",29.0,5.0,[2] Realschulabschluss,4.0,11.0,1.3333333333333333,40,484,16.0,0.16,0.08702399740728506
3066101,306614,2005,3.0,4.0,4.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1929,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,17.0,3.6666666666666665,78,3600,60.84,,
3066102,306614,2005,3.0,2.0,2.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1931,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,12.0,2.3333333333333335,76,3364,57.76,,
